DB-Plant-No.,Type of Plant,Type of Plant.1,Country,Parent Company,Company Code,Company,City,State,Region,Value Chain Step,Plant No.,Last Update,Status of the Plant,Parent Manufacturer,Manufacturer_A,Manufacturer_B,Year Of Start Up,Year Of Modernizing,Nominal Capacity,Process/type Of Plant,Strip Width Min.,Strip Width Max.,Strip Thickness Min.,Strip Thickness Max.,Entry: Number Of Pay-off Reels,Entry: Coil Weight Max.,Entry: Pay-off Speed Max.,Entry: Type Of Strip Accumulator,Entry: Capacity Of Accumulator,Annealing: Strip Cleaning,Annealing: Heat Cycle,Annealing: Type Of Furnace Heating,Annealing: Cooling Cycle,Annealing: Proc. Speed Min.,Annealing: Proc. Speed Max.,Exit: Number Of Tension Reels,Exit: Coil Weight Max.,Exit: Coiling Speed Max.,Exit: Type Of Strip Accumulator,Exit: Capacity Of Accumulator Max.,Processed Strip Grades A),Processed Strip Grades B),Additional Inline Equipment,Additional Information,Latitude,Longitude
Code,Code,Text,Text,Text,Code,Text,Text,Text,Text,Text,Text,Date,Text,Text,Text,Text,Number,Number,1000 T/YEAR,Text,MM,MM,MM,MM,Number,T,M/MIN,Text,M,Text,Text,Text,Text,M/MIN,M/MIN,Number,T,M/MIN,Text,M,Text,Text,Text,Text,,
5339,77,Continuous Annealing Line,Canada,ArcelorMittal SA,8100040,ArcelorMittal Dofasco,Hamilton,Ontario,Northern America,Cold Strip Processing,12,2013-08-19 11:33:45,Operating,Danieli,Wean United (US),,1992,,263,Normalizing,457,1143,0.18,0.63,,,,Looping Tower,,Electrolytic Cleaning + Pickling + Rinsing,,Gas + Electrical,,,,,,,Looping Tower,,Thin Sheet,"DQ, DDQ",,"Eigentümer/ownership: ArcelorMittal - 2006_x000D_
",43.2547,-79.8678
5359,77,Continuous Annealing Line,South Africa,ArcelorMittal SA,4500040,ArcelorMittal South Africa,Vanderbijlpark,,Sub-Saharan Africa,Cold Strip Processing,2,2003-07-08 19:35:23,Operating,NSENGI,NSENGI (JP),,1988,,360,CAPL (NSC),600,1600,0.4,2,2,27.5,240,Looping Tower,330,Electrolytic Cleaning + Pickling + Rinsing,,Gas + Electrical,,50,185,2,27,240,Looping Tower,500,CQ,"DQ, DDQ",Skin Pass Mill,,-26.6992,27.8356
5569,77,Continuous Annealing Line,France,ArcelorMittal SA,200110,ArcelorMittal Atlantique,Montataire,,Europe,Cold Strip Processing,4,2023-11-28 18:13:00,Shut Down,Clecim,Clecim (FR),Andritz Selas (FR),1986,,500,NKK - CAL,600,1650,0.35,2.5,,,,Looping Tower,,Deoxidising Annealing,Rapid Quenching + Overageing,,Gas + Roll Quenching (NKK),,220,2,42,,Looping Tower,,CQ,"DQ, DDQ",Skin Pass Mill,"Dressierwalzwerk in der Linie: 1 Gerüst, Bauart Sexto_x000D_
In line temper mill: 1 stand 6-high_x000D_
Ofen/furnace: DFF (Selas)_x000D_
Stillgelegt/shut-down: 2004, July",49.2556,2.4383
5607,77,Continuous Annealing Line,France,ArcelorMittal SA,200710,ArcelorMittal Packaging,Florange,,Europe,Cold Strip Processing,1,2013-04-29 14:31:17,Shut Down,Aetna-Standard,Aetna-Standard (US),Fives Group (FR),1959,1991,220,Recrystallisation,,970,0.17,0.6,,,,,,,,,,,,,,,,,Thin Sheet,,,,49.3214,6.1183
5611,77,Continuous Annealing Line,Germany,Acerinox SA,100460,VDM Metals GmbH,Werdohl,,Europe,Cold Strip Processing,2,2019-06-07 18:57:49,Operating,SMS Group,Drever International (BE),,1977,2005,,Bright Annealing,400,760,0.1,1,1,9,,Horizontal Looper,,,,ARTF,,,15,1,9,,Horizontal Looper,,Stainless Steel,,,"Horizontel muffel furnace_x000D_
Schutzgas/protective atmosphere: H2 _x000D_
",51.2563,7.7562
5688,77,Continuous Annealing Line,Spain,Acerinox SA,1100210,Acerinox SA,Los Barrios,Cadiz,Europe,Cold Strip Processing,1,2023-09-06 22:09:58,Operating,,,,1977,1998,60,Bright Annealing,,1500,0.3,2.5,,,,,,,,,,,,,,,,,Stainless Steel,,,,36.1833,-5.4833
5764,77,Continuous Annealing Line,United States,Cleveland-Cliffs,7900390,Cleveland-Cliffs,Cleveland,Ohio,Northern America,Cold Strip Processing,1,2013-07-05 11:35:31,Shut Down,Clecim,Clecim (FR),Reliance (Ca),1993,2006,638,CAL/GI/GA,990,1830,0.45,1.83,2,40,411,Looping Tower,588,Electrolytic Cleaning + Pickling + Rinsing,,,,,305,2,30,442,Looping Tower,884,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",,Skin Pass Mill 4-hi + Tension Leveller,"ex ISG (12.04.2002), ex LTV Steel_x000D_
Furnace: Selas, FR; _x000D_
2006: Galvanizing section, (Fontaine Engineering, US)_x000D_
Process speed galvanizing max.: 213 m/min_x000D_
Coating weight: 40- 150 g/m³ (GI), 175 g/m³ (GA)_x000D_
_x000D_
",41.5052,-81.6934
5774,77,Continuous Annealing Line,France,Aperam,200170,Aperam Stainless Europe,Gueugnon,,Europe,Cold Strip Processing,1,2005-11-03 10:28:17,Shut Down,,,,1962,,30,Bright Annealing,,1330,0.2,1.5,,,,,,,,,,,,,,,,,Stainless Steel,,,,46.6011,4.0608
5775,77,Continuous Annealing Line,France,Aperam,200170,Aperam Stainless Europe,Gueugnon,,Europe,Cold Strip Processing,2,2003-02-26 14:03:31,Operating,,,,1968,,60,Bright Annealing,,1330,0.3,1.8,,,,,,,,,,,,,,,,,Stainless Steel,,,,46.6011,4.0608
5776,77,Continuous Annealing Line,France,Aperam,200170,Aperam Stainless Europe,Gueugnon,,Europe,Cold Strip Processing,3,2003-02-26 14:00:02,Operating,,,,1973,,80,Bright Annealing,,1535,0.4,2,,,,,,,,,,,,,,,,,Stainless Steel,,,,46.6011,4.0608
5807,77,Continuous Annealing Line,Japan,JFE Steel Corp.,7000120,JFE Steel Corp.,Fukuyama,Hiroshima,Asia,Cold Strip Processing,14,2005-03-10 15:05:25,Operating,NKK,NKK (JP),,1988,,72,Normalizing,600,1270,0.25,1,2,20,100,Looper Car,,Alkaline + Brushing +  Rinsing ,,,,80,,1,20,100,Looper Car,,Electrical Steel,,Coil Coating Line,,34.486,133.3624
6001,77,Continuous Annealing Line,Taiwan,China Steel Corp,7400020,China Steel Corp,Kaohsiung,,Asia,Cold Strip Processing,1,2010-09-15 16:43:40,Operating,NKK,NKK (JP),,1988,,400,NKK - CAL,610,1320,0.3,1.6,,,,,,,,,,,,,,,,,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",,,,22.6167,120.3
6002,77,Continuous Annealing Line,China,China Baowu Steel Group,7300030,Baoshan I&S Co. Ltd.,Baoshan,Shanghai,Asia,Cold Strip Processing,1,2009-03-18 17:40:50,Operating,NSENGI,NSENGI (JP),,1991,,550,CAPL (NSC),900,1550,0.5,2,,45,320,,,Electrolytic Cleaning + Pickling + Rinsing,Reheating Overaging,ARTF,Gas-Jet Cooling,,250,,,,,,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",,Skin Pass Mill + Tension Leveller,,31.4116,121.4584
6024,77,Continuous Annealing Line,United Kingdom,Tata Steel,500130,Tata Steel Packaging,Trostre,,Europe,Cold Strip Processing,4,2023-12-15 13:13:11,Operating,NSENGI,NSENGI (JP),Danieli Automation (It),1988,2022,350,CAPL (NSC),600,1350,0.17,0.8,,,,,,,,,,,670,,,,,,Thin Sheet,"DQ, DDQ",,,51.6728,-4.1422
6066,77,Continuous Annealing Line,France,ArcelorMittal SA,200810,Arcelormittal St. Chely D' Apcher,Saint Chely D' Apcher,,Europe,Cold Strip Processing,2,2023-09-06 22:09:59,Operating,,,,1977,,70,Recrystallisation,,1230,0.2,1.5,,20,,,,,,,,,50,,20,,,,NGOES - Regular,,Insulation Coating Line,non-grain oriented silicon steel,44.8017,3.2752
6074,77,Continuous Annealing Line,France,Aperam,200700,Aperam Alloys,Firminy,,Europe,Cold Strip Processing,1,2006-10-12 11:57:42,Operating,,,,1971,1991,13,Bright Annealing,,720,0.15,2,,10,,,,,,,,,,,,,,,Stainless Steel,,,,45.3881,4.2872
6079,77,Continuous Annealing Line,United States,United States Steel Corporation,0,U.S. Steel,Gary,Indiana,Northern America,Cold Strip Processing,31,2006-03-23 17:57:47,Shut Down,Danieli,Wean United (US),,1951,,140,Normalizing,610,940,0.18,0.4,,,,,,,,Natural Gas,,,300,,,,,,"DQ, DDQ",,,,41.6021,-87.3371
6194,77,Continuous Annealing Line,Japan,Nippon Steel,7000270,Nippon Steel,Sakai,Osaka,Asia,Cold Strip Processing,1,2021-11-16 06:50:51,Shut Down,,,,1986,,400,CAPL (NSC),600,1610,0.3,1.6,,25,,,,Electrolytic Cleaning + Pickling + Rinsing,Rapid Quenching + Overageing,,Gas + Roll Quenching (NKK),,200,,25,,,,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",Automotive Steel,,,34.5733,135.4831
6501,77,Continuous Annealing Line,Germany,Acerinox SA,100460,VDM Metals GmbH,Werdohl,,Europe,Cold Strip Processing,1,2019-06-07 18:56:42,Operating,John Cockerill,CMI EFCO Inc. (US),,1988,1998,,Bright Annealing,400,800,0.2,4,1,9,,,,,,Electrically Heated,,,15,1,9,,,,Stainless Steel,,,"Horizontel muffel furnace_x000D_
Schutzgas/protective atmosphere: H2 ",51.2563,7.7562
6627,77,Continuous Annealing Line,Japan,Nippon Yakin Kogyo,7000290,Nippon Yakin Kogyo,Kawasaki,Kanagawa,Asia,Cold Strip Processing,1,2006-05-03 10:46:29,Operating,,,,1994,,72,Bright Annealing,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,Skin Pass Mill,,35.5167,139.7
6787,77,Continuous Annealing Line,Germany,Outokumpu Oyj,100200,Outokumpu Nirosta GmbH,Duesseldorf,,Europe,Cold Strip Processing,1,2013-10-01 10:57:49,Shut Down,General Electric,General Electric (US),,1966,,50,Bright Annealing,500,1300,0.3,3,2,26,55,Looping Tower,95,Alkaline + Brushing +  Rinsing ,No Rapid Quenching,Electrically Heated,Gas-Jet Cooling,4,45,2,26,55,Looping Tower,60,Stainless Steel,,,"Ofenlänge/furnace length: 10 m; Länge Kühlzone/length of cooling zone: 7 m_x000D_
relocation planned_x000D_
ex ThyssenKrupp Nirosta_x000D_
Eigentümer/ownership: Outokumpu - 2012, Dec. 29th",51.227,6.7735
6788,77,Continuous Annealing Line,Germany,Outokumpu Oyj,100200,Outokumpu Nirosta GmbH,Duesseldorf,,Europe,Cold Strip Processing,2,2013-10-01 11:04:46,Shut Down,Andritz ,Andritz Sundwig (DE),Drever International (BE),1986,,80,Bright Annealing,800,1320,0.15,1,2,28,100,Looping Tower,210,Alkaline + Brushing +  Rinsing ,No Rapid Quenching,Electrically Heated,Gas-Jet Cooling,5,70,1,28,100,Looping Tower,190,Stainless Steel,,,"Ofenlänge/furnace length: 21 m; Länge Kühlzone/length of cooling zone: 13 m_x000D_
2003: surface inspection system, (Parsytec, DE)_x000D_
relocation planned_x000D_
ex ThyssenKrupp Nirosta_x000D_
Eigentümer/ownership: Outokumpu - 2012, Dec. 29th",51.227,6.7735
6793,77,Continuous Annealing Line,Australia,Bluescope Steel,7301690,Bluescope Steel,Port Kembla,New South Wales,Oceania,Cold Strip Processing,1,2023-11-28 18:13:00,Shut Down,Danieli,Wean United (US),,1964,,275,Normalizing,,1050,,,,,,,,,,,,,,,,,,,Thin Sheet,"DQ, DDQ",,"Stilllegung geplant/shut-down planned: 2007, April_x000D_
",-34.4854,150.899
681,77,Continuous Annealing Line,Japan,Nippon Steel,7000250,Nippon Steel Stainless Steel Corp,Kashima,Ibaraki,Asia,Cold Strip Processing,2,2023-02-25 10:56:52,Operating,,,,1992,1995,840,CAPL (NSC),600,1850,0.4,2,2,46.5,460,Looper Car,,,Rapid Quenching + Overageing,,Gas-Water Mist Acc (NSC),,310,2,31,460,Looper Car,,CQ,"DQ, DDQ",Skin Pass Mill 4-hi,,35.9659,140.645
6929,77,Continuous Annealing Line,South Korea,Posco,7100040,Posco,Pohang,,Asia,Cold Strip Processing,11,2015-02-23 13:03:41,Operating,Andritz ,Andritz (AT),Posco E&C (KR),1981,2005,300,Recrystallisation,500,1070,0.15,0.6,2,25,450,Looping Tower,288,Electrolytic Cleaning + Pickling + Rinsing,,,,,360,2,25,450,Looping Tower,137,Thin Sheet,"DQ, DDQ",,Furnce: Drever,36.019,129.3435
6930,77,Continuous Annealing Line,South Korea,Posco,7100040,Posco,Pohang,,Asia,Cold Strip Processing,21,2017-01-25 12:18:49,Operating,Primetals Technologies,Mitsubishi Heavy Industriues (JP),Posco E&C (KR),1986,2003,1000,KM-CAL (Kawasaki),600,1650,0.4,2,2,35,600,Looping Tower,620,Electrolytic Cleaning + Pickling + Rinsing,,ARTF,,,450,2,35,640,Looping Tower,900,CQ,"DQ, DDQ",Pickling Line + Tandem Mill,,36.019,129.3435
7017,77,Continuous Annealing Line,Japan,Nippon Steel,7000250,Nippon Steel Stainless Steel Corp,Shunan,Yamaguchi,Asia,Cold Strip Processing,3,2023-02-25 11:20:02,Operating,,,,1990,,36,Bright Annealing,600,1300,0.1,1.2,,,,,,,,,,,50,,,,,,Stainless Steel,,,Ofen / furnace: vertikaler Muffelofen / vertical muffel furnace,34.0551,131.8063
7051,77,Continuous Annealing Line,Japan,JFE Steel Corp.,7000120,JFE Steel Corp.,Kurashiki,Okayama,Asia,Cold Strip Processing,2,2008-10-07 11:44:34,Operating,Primetals Technologies,Mitsubishi Heavy Industriues (JP),,1991,,960,KM-CAL (Kawasaki),750,1850,0.4,2.3,,50,,,,,,,Gas Roll Quenching RGCC (Kawasaki),,310,,50,,,,"DQ, DDQ",HSS,,,34.585,133.772
7157,77,Continuous Annealing Line,Russia,NLMK Group,3000380,Novolipetsk,Lipetsk,,Europe,Cold Strip Processing,1,1995-06-14 00:00:00,Operating,NKK,NKK (JP),,1982,,500,NKK - CAL,900,1550,0.4,2,,45,,,,,,,,,220,,,,,,CQ,"DQ, DDQ",Skin Pass Mill,"_x000D_
NOVO LIPETSKI MET KOMBINAT (NLMK)",52.599,39.574
7208,77,Continuous Annealing Line,Canada,ArcelorMittal SA,8100040,ArcelorMittal Dofasco,Hamilton,Ontario,Northern America,Cold Strip Processing,2,2012-03-30 12:00:53,Shut Down,Aetna-Standard,Aetna-Standard (US),,,,250,Normalizing,457,1016,0.19,0.92,2,,,Looping Tower,230,Electrolytic Cleaning + Pickling + Rinsing,,Electrically Heated,,,,2,,,Looping Tower,,Thin Sheet,"DQ, DDQ",,Eigentümer/ownership: ArcelorMittal - 2006,43.2547,-79.8678
7211,77,Continuous Annealing Line,United States,Cleveland-Cliffs,7900390,Cleveland-Cliffs,Weirton,West Virginia,Northern America,Cold Strip Processing,3,2024-06-19 04:33:39,Idle,Danieli,Wean United (US),,1970,,300,Normalizing,457,1142,0.1,1.1,,,,,,,,ARTF,,,610,,,,,,,,,"Atmosphere: HNX_x000D_
ex  WEIRTON STEEL CORP._x000D_
ex  International Steel Group Inc. (18.05.2004), ex ArcelorMittal-2020",40.419,-80.5895
7212,77,Continuous Annealing Line,United States,Cleveland-Cliffs,7900390,Cleveland-Cliffs,Weirton,West Virginia,Northern America,Cold Strip Processing,2,2024-06-19 04:33:58,Idle,Mesta,Mesta (US),,1961,,305,Normalizing,508,1142,0.2,0.43,,,,,,,,ARTF,,,610,,,,,,,,,"Atmosphere: HNX_x000D_
ex  WEIRTON STEEL CORP._x000D_
ex  International Steel Group Inc. (18.05.2004), ex ArcelorMittal-2020",40.419,-80.5895
7213,77,Continuous Annealing Line,United States,Cleveland-Cliffs,7900390,Cleveland-Cliffs,Weirton,West Virginia,Northern America,Cold Strip Processing,1,2024-06-19 04:34:17,Idle,Mesta,Mesta (US),,1957,,230,Normalizing,508,1142,0.19,0.43,,,,,,,,ARTF,,,610,,,,,,,,,"Atmosphere: HNX_x000D_
ex  WEIRTON STEEL CORP._x000D_
ex  International Steel Group Inc. (18.05.2004), ex ArcelorMittal-2020",40.419,-80.5895
7254,77,Continuous Annealing Line,Canada,Cleveland-Cliffs,,Stelco Hamilton Works,Hamilton,Ontario,Northern America,Cold Strip Processing,2,2023-11-28 18:13:00,Shut Down,SMS Group,Drever International (BE),,1962,,220,Normalizing,508,1080,0.2,0.51,,21.8,,,,Rinsing,,Natural Gas,,,335,,,,,,Thin Sheet,,,"Hersteller/Manufacturer: Stamco + Drever_x000D_
ex Stelco Inc._x000D_
Eigentümer/ownership: U.S. Steel - 2007, August_x000D_
Stilllegung/shut-down: 2007",43.2547,-79.8678
7266,77,Continuous Annealing Line,Japan,JFE Steel Corp.,7000120,JFE Steel Corp.,Chiba,Chiba,Asia,Cold Strip Processing,3,2008-10-07 11:06:09,Operating,Primetals Technologies,Mitsubishi Heavy Industriues (JP),,1988,,1020,KM-CAL (Kawasaki),600,1880,0.3,2,,,,,,,,,Gas Roll Quenching RGCC (Kawasaki),,400,,,,,,CQ,"DQ, DDQ",Skin Pass Mill,,35.604,140.123
7281,77,Continuous Annealing Line,United States,United States Steel Corporation,8000130,USS Posco Industries,Pittsburg,California,Northern America,Cold Strip Processing,1,2023-03-17 12:01:28,Operating,Primetals Technologies,Mitsubishi Heavy Industriues (JP),,1989,,520,KM-CAL (Kawasaki),610,1370,0.2,1.6,,,,,,Alkaline + Brushing + Electrolytic + Rinsing,Rapid Quenching + Overageing,Natural Gas,,230,600,,,,,,"DQ, DDQ",HSS,Skin Pass Mill 4-hi,,38.028,-121.8847
7294,77,Continuous Annealing Line,Japan,JFE Steel Corp.,7000120,JFE Steel Corp.,Fukuyama,Hiroshima,Asia,Cold Strip Processing,3,2013-07-05 11:37:19,Operating,NKK,NKK (JP),Selas (US),1988,,780,NKK - CAL,600,1650,0.3,2.3,2,45,480,Looping Tower,,,With Rapid Quenching,,Water Quenching (NKK),,400,2,34,515,Looping Tower,,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",,Skin Pass Mill,Ofen/furnace: DFF (Selas),34.486,133.3624
7302,77,Continuous Annealing Line,South Africa,ArcelorMittal SA,4500040,ArcelorMittal South Africa,Vanderbijlpark,,Sub-Saharan Africa,Cold Strip Processing,1,2010-09-15 17:29:13,Operating,NSENGI,NSENGI (JP),Selas (US),1971,1990,200,CAPL (NSC),660,960,0.19,0.4,2,27,730,Looping Tower,365,Electrolytic Cleaning + Pickling + Rinsing,,Electrically Heated,,250,450,2,27,730,Looping Tower,284,Thin Sheet,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",Skin Pass Mill,,-26.6992,27.8356
7303025,77,Continuous Annealing Line,France,ArcelorMittal SA,200110,ArcelorMittal Atlantique,Mardyck,,Europe,Cold Strip Processing,1,2023-10-19 16:06:31,Under Construction,,,,2024,,200,Recrystallisation,,1350,0.2,0.35,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,,51.031,2.3054
7303058,77,Continuous Annealing Line,China,Hebei Xinjin Iron and Steel Co. Ltd,,Hebei Xinjin Iron and Steel Co. Ltd,Handan City,Hebei,Asia,Cold Strip Processing,1,2023-09-06 22:10:55,Operating,Chinese Design,"Chinese Design, CN",,2014,,300,Recrystallisation,720,1300,0.25,1.5,,25,250,Vertical Looper,,,,Vertical ARTF,,,200,,25,250,Vertical Looper,,"DQ, DDQ",,,,36.640411,113.981172
7303096,77,Continuous Annealing Line,China,Henan Anyang Steel Group,7301430,Anyang Iron & Steel Co. Ltd.,Anyang,Henan,Asia,Cold Strip Processing,2,2022-04-25 16:38:39,Operating,Chinese Design,"Chinese Design, CN",,2022,,200,,,,,,,,,,,,,,,,,,,,,,NGOES - Regular,,,,36.120797,114.289712
7303274,77,Continuous Annealing Line,China,Tsingshan Holding Group,,Fujian Tsingtuo Technology Co. Ltd,Ningde,Fujian,Asia,Cold Strip Processing,,2022-07-28 10:55:31,Under Construction,,,,2023,,,,,1550,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,26.779301,119.767935
7303310,77,Continuous Annealing Line,China,"Tsingshan Holding Group (30), Guangdong Shengshi Metal (70)",,Ruigang Metal Company,Ningde,Fujian,Asia,Cold Strip Processing,,2022-07-29 06:07:26,Project,,,,2026,,270,CAL,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,
7303311,77,Continuous Annealing Line,China,"Tsingshan Holding Group (30), Guangdong Shengshi Metal (70)",,Ruigang Metal Company,Ningde,Fujian,Asia,Cold Strip Processing,,2022-07-29 06:08:26,Project,,,,2026,,270,CAL,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,
7303312,77,Continuous Annealing Line,China,"Tsingshan Holding Group (30), Guangdong Shengshi Metal (70)",,Ruigang Metal Company,Ningde,Fujian,Asia,Cold Strip Processing,,2022-07-29 06:09:24,Project,,,,2026,,270,CAL,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,
7303510,77,Continuous Annealing Line,China,Jianlong Group,,Jilin Jianlong Steel Co. Ltd.,Jilin,Jilin,Asia,Cold Strip Processing,,2022-08-07 09:54:34,Operating,China Iron & Steel Research Institute,China Iron & Steel Research Institute (CISRI) (CN),,2018,,350,,,,,,,,,,,,,,,,,,,,,,,,,,43.849754,126.537086
7303791,77,Continuous Annealing Line,China,China Baowu Steel Group,7300430,Taiyuan Iron and Steel (Group) Co. Ltd.,Taiyuan,Shanxi,Asia,Cold Strip Processing,,2022-09-22 10:37:32,Operating,Fives Group,Fives Group (FR),,2021,,80,Decarburizing Line,750,1280,0.15,0.5,,,,,,Alkaline + Brushing + Electrolytic + Rinsing,,Horizontal RTF/Induction/Electrically,,,,,,,,,GOES,,Insulation Coating Line,,37.8733,112.5425
7303792,77,Continuous Annealing Line,China,China Baowu Steel Group,7300430,Taiyuan Iron and Steel (Group) Co. Ltd.,Taiyuan,Shanxi,Asia,Cold Strip Processing,,2022-09-22 10:44:06,Operating,Fives Group,Fives Group (FR),,2021,,80,Flattening Line,750,1280,0.15,0.5,,,,,,Alkaline + Brushing + Electrolytic + Rinsing,,Horizontal RTF/Induction/Electrically,,,,,,,,,GOES,,Insulation Coating Line,,37.8733,112.5425
7303929,77,Continuous Annealing Line,China,Anshan Iron and Steel Group,7300050,Bengang Steel Plates Co. Ltd,Benxi,Liaoning,Asia,Cold Strip Processing,,2022-10-16 17:08:23,Operating,SMS Group,SMS Group (DE),,2008,,200,,,,,,,,,,,,,,,,,,,,,,,,,,41.292,123.761
7304436,77,Continuous Annealing Line,China,Wuzhou Xinfeng Special Steel Co. Ltd.,,Wuzhou Xinfeng Special Steel Co. Ltd.,Wuzhou,Guangxi,Asia,Cold Strip Processing,,2025-04-10 06:22:20,Operating,,,,2021,,500,Bright Annealing,,950,,,,,,Vertical Looper,,,,,,,,,,,,,Stainless Steel,,Continuous Pickling Line,,23.520512060769143,111.2318511050106
7304437,77,Continuous Annealing Line,China,Wuzhou Xinfeng Special Steel Co. Ltd.,,Wuzhou Xinfeng Special Steel Co. Ltd.,Wuzhou,Guangxi,Asia,Cold Strip Processing,,2025-04-10 06:22:08,Operating,,,,2021,,500,Bright Annealing,,950,,,,,,,,,,,,,,,,,Vertical Looper,,Stainless Steel,,Continuous Pickling Line,,23.520512060769143,111.2318511050106
7304534,77,Continuous Annealing Line,China,Shougang Group,7302100,Shougang Jingtang United I&S Co Ltd,Tangshan,Hebei,Asia,Cold Strip Processing,4,2023-03-31 09:52:51,Operating,SMS (DE),SMS (DE),,2009,,420,,,,,,,,,,,,,,,,,,,,,,,,,,39.146541,118.432261
7304567,77,Continuous Annealing Line,China,Hongwang Holding Group,,Shandong Hongwang Industrial Co. Ltd.,Linyi City,Shandong,Asia,Cold Strip Processing,,2023-03-30 07:27:06,Operating,,,,2020,,150,Bright Annealing,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,34.951117,118.305389
7304569,77,Continuous Annealing Line,China,Hongwang Holding Group,,Zhaoqing Hongwang Metal Industry Co. Ltd.,Zhaoqing,Guangdong,Asia,Cold Strip Processing,,2023-03-30 07:39:30,Operating,,,,2020,,72,Bright Annealing,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,
7304575,77,Continuous Annealing Line,China,Anshan Iron and Steel Group,7300010,Anshan I&S Co. Ltd.,Anshan,Liaoning,Asia,Cold Strip Processing,,2023-03-31 13:14:22,Under Construction,Primetals Technologies,Primetals Technologies (IT),,2025,,110,CAL,,,0.1,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,NGOES - High Grade,Insulation Coating Line,,41.1066,122.9895
7304633,77,Continuous Annealing Line,China,"Shandong Taishan I&S Group Co Ltd (60), Guangdong Baojia Stainless Steel Industry Co. Ltd. (40)",,Shandong Taijia New Material Technology Co. Ltd.,Laiwu,Shandong,Asia,Cold Strip Processing,,2023-04-15 17:06:47,Operating,SMS Group,Drever International (BE),,2021,,200,Annealing and Pickling  Line,,1450,,,,,,,,,,,,,,,,,,,,,,,36.1833,117.6667
7304634,77,Continuous Annealing Line,China,"Shandong Taishan I&S Group Co Ltd (60), Guangdong Baojia Stainless Steel Industry Co. Ltd. (40)",,Shandong Taijia New Material Technology Co. Ltd.,Laiwu,Shandong,Asia,Cold Strip Processing,,2023-04-15 17:07:23,Operating,SMS Group,Drever International (BE),,2021,,200,Annealing and Pickling  Line,,1450,,,,,,,,,,,,,,,,,,,,,,,36.1833,117.6667
7304776,77,Continuous Annealing Line,China,China Baowu Steel Group,7301260,Ningbo Baoxin Stainless Steel Co. Ltd.,Ningbo,Zhejiang,Asia,Cold Strip Processing,,2023-05-05 04:07:50,Operating,,,,2023,,60,Bright Annealing,600,1350,0.18,2,1,,,Vertical Looper,,,,Natural Gas,Gas-Jet Cooling,,,1,,,Vertical Looper,,Stainless Steel,,,,29.89770791,121.8753424
7304786,77,Continuous Annealing Line,China,Wuzhou Yongda Steel Group,,Guangdong Xinda New Metal Material Technology Company,Jiangmen,Guangdong,Asia,Cold Strip Processing,,2023-05-08 05:19:24,Operating,MCC Group,CISDI (CN),,2023,,800,Annealing and Pickling  Line,800,1600,1.8,8,,,,Vertical Looper,,,,,,,120,,,,Vertical Looper,,Stainless Steel,,,,22.5786,113.0816
7304819,77,Continuous Annealing Line,Japan,Nippon Steel,7000270,Nippon Steel,Sakai,Osaka,Asia,Cold Strip Processing,,2023-05-11 04:54:12,Project,,,,2026,,,,,,,,,,,,,,,,,,,,,,,,NGOES - High Grade,,,For electrical steel sheets,34.5733,135.4831
7304822,77,Continuous Annealing Line,Japan,Nippon Steel,7000270,Nippon Steel,Yawata-tobata,Fukuoka,Asia,Cold Strip Processing,,2023-05-11 04:59:02,Project,,,,2026,,,,,,,,,,,,,,,,,,,,,,,,NGOES - High Grade,,,For electrical steel sheets,33.911803,130.838014
7304839,77,Continuous Annealing Line,China,Tsingshan Holding Group,,Fujian Dingxin Industrial Co. Ltd,Ningde,Fujian,Asia,Cold Strip Processing,,2023-05-12 05:12:23,Operating,,,,2012,,620,CAL,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,
7305265,77,Continuous Annealing Line,Sweden,Stegra (H2 Green Steel),,Stegra (H2 Green Steel),Boden,Norrbotten,Europe,Cold Strip Processing,1,2023-06-29 17:22:42,Under Construction,SMS Group,SMS Group (DE),,2026,,600,CAL/GI/GA,920,1870,0.5,2.3,,,,,,,,Electrically Heated,Rapid Gas Jet Cooling,,,,,,,,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",Automotive Steel,Continuous Galvanizing Line,,65.836821,21.827767
